CODAPS;NOMAPS;ANNO;SEMESTRE;CODUSO;NOMUSO;COD_FACTOR;NOM_FACT;COD_TIPO;NOM_TIPO;SUS_M1;SUS_M2;SUS_M3;SUS_M4;SUS_M5;SUS_M6;AFO_M1;AFO_M2;AFO_M3;AFO_M4;AFO_M5;AFO_M6
1024;BARRANCABERMEJA;2020;2;4;ESTRATO 4;1;4;1;TOTALES;6359;6361;6359;6361;6359;6361;0;0;0;0;0;0
