APSA_ID;COM_ANNO;COM_MES;F24_DET;F24_F1ET;F24_CPEET;F24_PRTZET;F24_CEG;F35_CAMRERS;F35_QRS_MES;F35_DISPALT9;F35_INCCDFALT9;F35_PRCTCRRCP;F35_V0;F35_VM;F35_MCRS;F35_ICRSM;F35_ICCRS;F35_FREIN;F35_CAPPERDF;F36_VL_MES
1016;2022;9;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
